,open,high,low,close
2017-01-02 22:00:00,84.419,85.482,84.353,85.014
2017-01-03 22:00:00,84.999,85.712,84.922,85.398
2017-01-04 22:00:00,85.394,85.458,84.558,84.656
2017-01-05 22:00:00,84.675,85.492,84.570,85.366
2017-01-08 22:00:00,85.384,85.920,85.297,85.344
2017-01-09 22:00:00,85.221,85.424,85.056,85.319
2017-01-10 22:00:00,85.300,86.102,85.231,85.884
2017-01-11 22:00:00,85.858,85.998,85.360,85.858
2017-01-12 22:00:00,85.842,86.284,85.684,85.883
2017-01-15 22:00:00,85.530,85.788,85.018,85.378
2017-01-16 22:00:00,85.384,85.600,85.007,85.216
2017-01-17 22:00:00,85.197,86.153,85.046,86.037
2017-01-18 22:00:00,86.054,87.074,85.950,86.850
2017-01-19 22:00:00,86.830,87.047,86.331,86.594
2017-01-22 22:00:00,86.594,86.594,85.335,85.462
2017-01-23 22:00:00,85.458,86.325,85.384,86.266
2017-01-24 22:00:00,86.278,86.510,85.388,85.788
2017-01-25 22:00:00,85.717,86.456,85.654,86.286
2017-01-26 22:00:00,86.328,87.092,86.163,86.881
2017-01-29 22:00:00,86.764,86.880,85.736,85.957
2017-01-30 22:00:00,85.952,86.084,85.200,85.556
2017-01-31 22:00:00,85.582,86.115,85.354,85.909
2017-02-01 22:00:00,85.884,86.522,85.836,86.382
2017-02-02 22:00:00,86.404,86.727,86.022,86.514
2017-02-05 22:00:00,86.336,86.494,85.468,85.598
2017-02-06 22:00:00,85.581,85.897,85.240,85.728
2017-02-07 22:00:00,85.720,85.825,85.370,85.564
2017-02-08 22:00:00,85.580,86.450,85.365,86.348
2017-02-09 22:00:00,86.352,87.186,86.342,86.919
2017-02-12 22:00:00,87.220,87.496,86.832,86.900
2017-02-13 22:00:00,86.872,87.578,86.858,87.558
2017-02-14 22:00:00,87.548,88.152,87.522,88.034
2017-02-15 22:00:00,88.008,88.182,87.010,87.145
2017-02-16 22:00:00,87.134,87.462,86.304,86.457
2017-02-19 22:00:00,86.626,87.011,86.482,86.961
2017-02-20 22:00:00,86.967,87.321,86.848,87.256
2017-02-21 22:00:00,87.236,87.394,86.692,87.278
2017-02-22 22:00:00,87.262,87.337,86.774,86.894
2017-02-23 22:00:00,86.880,87.082,85.894,86.024
2017-02-26 22:00:00,86.161,86.642,85.851,86.477
2017-02-27 22:00:00,86.484,86.610,85.857,86.359
2017-02-28 22:00:00,86.338,87.323,86.266,87.300
2017-03-01 22:00:00,87.304,87.485,86.550,86.636
2017-03-02 22:00:00,86.638,86.714,86.199,86.618
2017-03-05 22:00:00,86.451,86.604,86.168,86.337
2017-03-06 22:00:00,86.306,86.918,86.274,86.482
2017-03-07 22:00:00,86.494,86.550,86.072,86.101
2017-03-08 22:00:00,86.061,86.415,85.852,86.274
2017-03-09 22:00:00,86.278,87.072,86.204,86.575
2017-03-12 21:00:00,86.629,87.034,86.502,86.978
2017-03-13 21:00:00,86.986,87.007,86.613,86.734
2017-03-14 21:00:00,86.758,87.490,86.690,87.412
2017-03-15 21:00:00,87.401,87.492,86.698,86.996
2017-03-16 21:00:00,86.985,87.215,86.610,86.830
2017-03-19 21:00:00,86.702,87.242,86.676,86.998
2017-03-20 21:00:00,87.014,87.108,85.810,85.919
2017-03-21 21:00:00,85.880,85.941,84.823,85.345
2017-03-22 21:00:00,85.355,85.504,84.420,84.608
2017-03-23 21:00:00,84.602,85.084,84.354,84.880
2017-03-26 21:00:00,84.691,84.789,83.904,84.294
2017-03-27 21:00:00,84.291,84.927,83.827,84.844
2017-03-28 21:00:00,84.840,85.274,84.677,85.164
2017-03-29 21:00:00,85.160,85.614,84.896,85.522
2017-03-30 21:00:00,85.504,85.770,84.948,84.984
2017-04-02 21:00:00,85.048,85.088,84.239,84.338
2017-04-03 21:00:00,84.358,84.408,83.230,83.765
2017-04-04 21:00:00,83.778,84.412,83.584,83.791
2017-04-05 21:00:00,83.796,83.917,83.151,83.606
2017-04-06 21:00:00,83.596,83.710,82.800,83.301
2017-04-09 21:00:00,83.224,83.718,83.054,83.221
2017-04-10 21:00:00,83.226,83.258,81.964,82.201
2017-04-11 21:00:00,82.194,82.372,81.860,82.000
2017-04-12 21:00:00,82.008,82.900,81.916,82.561
2017-04-13 21:00:00,82.540,82.704,82.210,82.311
2017-04-16 21:00:00,82.387,82.757,82.002,82.654
2017-04-17 21:00:00,82.644,82.954,81.842,81.978
2017-04-18 21:00:00,81.982,82.164,81.489,81.610
2017-04-19 21:00:00,81.616,82.518,81.547,82.282
2017-04-20 21:00:00,82.300,82.438,81.984,82.307
2017-04-23 21:00:00,83.916,83.968,82.902,83.084
2017-04-24 21:00:00,83.102,83.812,82.848,83.714
2017-04-25 21:00:00,83.705,84.036,82.850,83.000
2017-04-26 21:00:00,83.012,83.411,82.736,83.066
2017-04-27 21:00:00,83.070,83.525,82.910,83.524
2017-04-30 21:00:00,83.152,84.268,83.152,84.152
2017-05-01 21:00:00,84.134,84.540,84.096,84.392
2017-05-02 21:00:00,84.386,84.516,83.600,83.696
2017-05-03 21:00:00,83.692,83.835,83.131,83.326
2017-05-04 21:00:00,83.307,83.688,82.680,83.620
2017-05-07 21:00:00,83.726,83.750,83.182,83.662
2017-05-08 21:00:00,83.666,84.037,83.204,83.720
2017-05-09 21:00:00,83.688,84.336,83.451,84.184
2017-05-10 21:00:00,84.180,84.247,83.528,84.018
2017-05-11 21:00:00,83.996,84.192,83.682,83.738
2017-05-14 21:00:00,83.685,84.510,83.630,84.356
2017-05-15 21:00:00,84.360,84.520,83.936,84.008
2017-05-16 21:00:00,83.993,84.016,82.344,82.364
2017-05-17 21:00:00,82.346,83.083,81.776,82.717
2017-05-18 21:00:00,82.712,83.426,82.343,82.950
2017-05-21 21:00:00,82.757,83.263,82.620,83.210
2017-05-22 21:00:00,83.224,83.670,82.819,83.588
2017-05-23 21:00:00,83.648,83.728,83.244,83.665
2017-05-24 21:00:00,83.682,83.883,83.302,83.370
2017-05-25 21:00:00,83.342,83.404,82.519,82.904
2017-05-28 21:00:00,82.791,82.970,82.636,82.777
2017-05-29 21:00:00,82.773,82.926,82.235,82.746
2017-05-30 21:00:00,82.750,82.952,82.112,82.309
2017-05-31 21:00:00,82.292,82.732,81.908,82.134
2017-06-01 21:00:00,82.112,82.548,81.912,82.182
2017-06-04 21:00:00,81.956,82.776,81.930,82.708
2017-06-05 21:00:00,82.700,82.738,81.785,82.128
2017-06-06 21:00:00,82.123,82.948,82.078,82.916
2017-06-07 21:00:00,82.922,83.210,82.576,83.036
2017-06-08 21:00:00,83.031,83.398,82.651,83.066
2017-06-11 21:00:00,83.104,83.181,82.594,82.914
2017-06-12 21:00:00,82.902,83.234,82.812,82.960
2017-06-13 21:00:00,82.957,83.666,82.854,83.165
2017-06-14 21:00:00,83.137,84.112,82.936,84.083
2017-06-15 21:00:00,84.062,84.812,84.028,84.482
2017-06-18 21:00:00,84.508,84.768,84.288,84.744
2017-06-19 21:00:00,84.750,85.086,84.364,84.482
2017-06-20 21:00:00,84.495,84.567,83.885,84.120
2017-06-21 21:00:00,84.116,84.368,83.728,83.954
2017-06-22 21:00:00,83.959,84.339,83.882,84.219
2017-06-25 21:00:00,84.110,84.911,84.088,84.854
2017-06-26 21:00:00,84.811,85.332,84.796,85.200
2017-06-27 21:00:00,85.176,85.858,84.912,85.790
2017-06-28 21:00:00,85.800,86.539,85.685,86.180
2017-06-29 21:00:00,86.193,86.504,85.852,86.412
2017-07-02 21:00:00,86.160,86.940,86.128,86.858
2017-07-03 21:00:00,86.876,87.002,85.852,86.132
2017-07-04 21:00:00,86.119,86.555,85.671,86.118
2017-07-05 21:00:00,86.126,86.320,85.732,85.876
2017-07-06 21:00:00,85.854,86.772,85.732,86.627
2017-07-09 21:00:00,86.568,86.928,86.568,86.747
2017-07-10 21:00:00,86.742,87.263,86.728,87.026
2017-07-11 21:00:00,87.034,87.046,86.644,86.892
2017-07-12 21:00:00,86.904,87.658,86.836,87.577
2017-07-13 21:00:00,87.572,88.134,87.534,88.100
2017-07-16 21:00:00,88.032,88.284,87.742,87.837
2017-07-17 21:00:00,87.852,89.144,87.498,88.714
2017-07-18 21:00:00,88.738,89.032,88.620,89.022
2017-07-19 21:00:00,88.988,89.334,88.716,89.052
2017-07-20 21:00:00,89.026,89.040,87.820,87.968
2017-07-23 21:00:00,87.847,88.272,87.654,88.037
2017-07-24 21:00:00,88.055,88.859,87.923,88.801
2017-07-25 21:00:00,88.819,89.078,88.189,89.004
2017-07-26 21:00:00,88.988,89.424,88.340,88.639
2017-07-27 21:00:00,88.653,88.832,88.277,88.399
2017-07-30 21:00:00,88.334,88.451,87.864,88.238
2017-07-31 21:00:00,88.233,88.703,87.828,87.955
2017-08-01 21:00:00,87.936,88.314,87.804,88.234
2017-08-02 21:00:00,88.194,88.238,87.376,87.466
2017-08-03 21:00:00,87.460,87.965,87.352,87.771
2017-08-06 21:00:00,87.694,88.018,87.518,87.630
2017-08-07 21:00:00,87.624,87.844,87.259,87.312
2017-08-08 21:00:00,87.307,87.350,86.292,86.816
2017-08-09 21:00:00,86.808,87.100,85.992,86.008
2017-08-10 21:00:00,85.976,86.245,85.456,86.183
2017-08-13 21:00:00,86.171,86.633,86.044,86.080
2017-08-14 21:00:00,86.084,86.787,86.054,86.546
2017-08-15 21:00:00,86.565,87.464,86.458,87.332
2017-08-16 21:00:00,87.334,87.558,86.335,86.402
2017-08-17 21:00:00,86.370,87.043,85.999,86.582
2017-08-20 21:00:00,86.751,86.754,86.186,86.524
2017-08-21 21:00:00,86.516,86.930,86.335,86.690
2017-08-22 21:00:00,86.684,86.870,86.074,86.182
2017-08-23 21:00:00,86.196,86.582,85.939,86.566
2017-08-24 21:00:00,86.585,86.978,86.446,86.748
2017-08-27 21:00:00,86.535,87.115,86.524,87.005
2017-08-28 21:00:00,87.065,87.392,85.707,87.278
2017-08-29 21:00:00,87.331,87.808,86.944,87.137
2017-08-30 21:00:00,87.144,87.490,87.046,87.384
2017-08-31 21:00:00,87.408,87.941,87.210,87.863
2017-09-03 21:00:00,87.032,87.572,86.990,87.170
2017-09-04 21:00:00,87.165,87.616,86.734,87.007
2017-09-05 21:00:00,87.002,87.512,86.562,87.388
2017-09-06 21:00:00,87.369,87.506,86.888,87.270
2017-09-07 21:00:00,87.280,87.730,86.674,86.850
2017-09-10 21:00:00,87.176,87.900,87.104,87.838
2017-09-11 21:00:00,87.813,88.482,87.488,88.352
2017-09-12 21:00:00,88.342,88.557,88.092,88.234
2017-09-13 21:00:00,88.224,88.742,87.997,88.240
2017-09-14 21:00:00,88.246,89.272,87.686,88.696
2017-09-17 21:00:00,88.864,89.342,88.560,88.813
2017-09-18 21:00:00,88.794,89.496,88.726,89.377
2017-09-19 21:00:00,89.382,90.178,89.232,90.108
2017-09-20 21:00:00,90.138,90.305,88.898,89.242
2017-09-21 21:00:00,89.210,89.377,88.466,89.170
2017-09-24 21:00:00,89.200,89.682,88.372,88.670
2017-09-25 21:00:00,88.654,88.774,88.253,88.521
2017-09-26 21:00:00,88.503,88.893,88.292,88.548
2017-09-27 21:00:00,88.565,88.678,88.017,88.267
2017-09-28 21:00:00,88.237,88.454,87.986,88.130
2017-10-01 21:00:00,88.253,88.485,88.038,88.261
2017-10-02 21:00:00,88.270,88.478,88.112,88.424
2017-10-03 21:00:00,88.418,88.703,88.328,88.674
2017-10-04 21:00:00,88.645,88.740,87.778,87.942
2017-10-05 21:00:00,87.934,87.989,87.403,87.560
2017-10-06 21:00:00,87.560,87.560,87.560,87.560
2017-10-08 21:00:00,87.496,87.626,87.288,87.372
2017-10-09 21:00:00,87.348,87.772,87.250,87.461
2017-10-10 21:00:00,87.458,87.650,87.284,87.615
2017-10-11 21:00:00,87.605,87.996,87.544,87.822
2017-10-12 21:00:00,87.799,88.311,87.658,88.241
2017-10-15 21:00:00,88.145,88.288,87.778,88.080
2017-10-16 21:00:00,88.080,88.169,87.788,88.022
2017-10-17 21:00:00,88.028,88.632,87.960,88.610
2017-10-18 21:00:00,88.606,88.994,88.391,88.672
2017-10-19 21:00:00,88.662,88.990,88.600,88.725
2017-10-20 21:00:00,88.726,88.726,88.726,88.726
2017-10-22 21:00:00,89.060,89.078,88.430,88.552
2017-10-23 21:00:00,88.559,88.695,88.389,88.578
2017-10-24 21:00:00,88.574,88.666,87.334,87.622
2017-10-25 21:00:00,87.638,87.819,87.246,87.318
2017-10-26 21:00:00,87.310,87.464,87.038,87.282
2017-10-29 21:00:00,87.297,87.330,86.778,87.010
2017-10-30 21:00:00,87.007,87.160,86.692,86.998
2017-10-31 21:00:00,87.002,87.726,86.948,87.644
2017-11-01 21:00:00,87.670,88.096,87.532,87.996
2017-11-02 21:00:00,87.996,88.031,87.198,87.262
2017-11-05 22:00:00,87.226,87.660,87.221,87.455
2017-11-06 22:00:00,87.448,87.696,86.941,87.154
2017-11-07 22:00:00,87.100,87.468,86.978,87.416
2017-11-08 22:00:00,87.436,87.670,86.790,87.143
2017-11-09 22:00:00,87.155,87.254,86.851,86.959
2017-11-12 22:00:00,86.862,87.092,86.517,86.620
2017-11-13 22:00:00,86.620,86.841,86.309,86.598
2017-11-14 22:00:00,86.574,86.589,85.502,85.664
2017-11-15 22:00:00,85.623,86.023,85.489,85.780
2017-11-16 22:00:00,85.774,85.850,84.642,84.821
2017-11-19 22:00:00,84.821,85.079,84.504,85.027
2017-11-20 22:00:00,85.026,85.316,84.752,85.210
2017-11-21 22:00:00,85.221,85.260,84.601,84.712
2017-11-22 22:00:00,84.696,84.938,84.527,84.800
2017-11-23 22:00:00,84.812,85.046,84.743,84.945
2017-11-26 22:00:00,84.935,85.057,84.352,84.466
2017-11-27 22:00:00,84.512,84.822,84.394,84.672
2017-11-28 22:00:00,84.644,84.918,84.453,84.739
2017-11-29 22:00:00,84.724,85.210,84.649,85.150
2017-11-30 22:00:00,85.164,85.716,84.977,85.454
2017-12-03 22:00:00,85.692,85.962,85.371,85.412
2017-12-04 22:00:00,85.411,86.203,85.407,85.664
2017-12-05 22:00:00,85.658,85.818,84.834,84.934
2017-12-06 22:00:00,84.906,85.046,84.668,84.941
2017-12-07 22:00:00,84.942,85.375,84.916,85.219
2017-12-10 22:00:00,85.273,85.526,85.186,85.470
2017-12-11 22:00:00,85.455,85.990,85.321,85.830
2017-12-12 22:00:00,85.843,86.122,85.667,85.946
2017-12-13 22:00:00,85.944,86.492,85.934,86.165
2017-12-14 22:00:00,86.159,86.329,85.968,86.101
2017-12-17 22:00:00,86.178,86.434,85.978,86.274
2017-12-18 22:00:00,86.224,86.636,86.204,86.504
2017-12-19 22:00:00,86.500,86.976,86.431,86.942
2017-12-20 22:00:00,86.922,87.417,86.712,87.281
2017-12-21 22:00:00,87.293,87.528,87.270,87.376
2017-12-25 22:00:00,87.442,87.549,87.388,87.516
2017-12-26 22:00:00,87.506,88.150,87.434,88.060
2017-12-27 22:00:00,87.931,88.114,87.768,87.980
2017-12-28 22:00:00,88.045,88.160,87.761,87.957
2018-01-01 22:00:00,87.937,88.411,87.634,87.915
2018-01-02 22:00:00,87.915,88.232,87.698,88.155
2018-01-03 22:00:00,88.162,88.706,88.086,88.670
2018-01-04 22:00:00,88.665,89.090,88.446,88.900
2018-01-07 22:00:00,88.985,89.074,88.480,88.678
2018-01-08 22:00:00,88.696,88.850,87.867,88.132
2018-01-09 22:00:00,88.135,88.169,87.214,87.394
2018-01-10 22:00:00,87.404,88.090,87.302,87.804
2018-01-11 22:00:00,87.777,87.940,87.396,87.911
2018-01-14 22:00:00,87.789,88.167,87.673,88.046
2018-01-15 22:00:00,88.058,88.418,87.722,87.930
2018-01-16 22:00:00,87.940,89.001,87.838,88.700
2018-01-17 22:00:00,88.706,88.984,88.404,88.879
2018-01-18 22:00:00,88.845,89.021,88.375,88.582
2018-01-21 22:00:00,88.460,88.996,88.385,88.942
2018-01-22 22:00:00,88.929,89.070,87.912,88.244
2018-01-23 22:00:00,88.249,88.426,87.879,88.054
2018-01-24 22:00:00,88.032,88.338,87.710,87.798
2018-01-25 22:00:00,87.828,88.504,87.764,88.088
2018-01-28 22:00:00,88.073,88.336,87.929,88.202
2018-01-29 22:00:00,88.182,88.310,87.466,87.932
2018-01-30 22:00:00,87.925,88.498,87.660,87.956
2018-01-31 22:00:00,87.975,88.128,87.496,87.946
2018-02-01 22:00:00,87.966,88.004,87.243,87.267
2018-02-04 22:00:00,87.205,87.511,85.900,85.968
2018-02-05 22:00:00,85.960,86.674,84.996,86.616
2018-02-06 22:00:00,86.598,86.738,85.421,85.526
2018-02-07 22:00:00,85.553,85.988,84.522,84.619
2018-02-08 22:00:00,84.594,85.446,84.014,84.989
2018-02-11 22:00:00,85.091,85.439,84.758,85.424
2018-02-12 22:00:00,85.404,85.600,84.288,84.732
2018-02-13 22:00:00,84.724,84.898,83.318,84.814
2018-02-14 22:00:00,84.778,84.834,83.872,84.318
2018-02-15 22:00:00,84.300,84.664,83.912,84.072
2018-02-18 22:00:00,84.094,84.507,84.005,84.346
2018-02-19 22:00:00,84.356,84.812,84.212,84.618
2018-02-20 22:00:00,84.598,84.864,83.996,84.105
2018-02-21 22:00:00,84.100,84.101,83.521,83.754
2018-02-22 22:00:00,83.754,83.856,83.276,83.803
2018-02-25 22:00:00,84.081,84.128,83.603,83.990
2018-02-26 22:00:00,84.005,84.164,83.582,83.604
2018-02-27 22:00:00,83.604,83.810,82.792,82.796
2018-02-28 22:00:00,82.782,83.178,82.133,82.392
2018-03-01 22:00:00,82.388,82.608,81.564,82.086
2018-03-04 22:00:00,81.885,82.490,81.490,82.476
2018-03-05 22:00:00,82.454,83.326,82.175,83.080
2018-03-06 22:00:00,83.089,83.092,82.020,82.988
2018-03-07 22:00:00,83.004,83.174,82.500,82.708
2018-03-08 22:00:00,82.690,83.902,82.652,83.825
2018-03-11 21:00:00,83.722,84.106,83.670,83.774
2018-03-12 21:00:00,83.774,84.530,83.546,83.768
2018-03-13 21:00:00,83.761,84.262,83.487,83.759
2018-03-14 21:00:00,83.738,83.770,82.702,82.918
2018-03-15 21:00:00,82.964,82.968,81.728,81.768
2018-03-18 21:00:00,81.754,82.010,81.259,81.889
2018-03-19 21:00:00,81.866,82.200,81.610,81.852
2018-03-20 21:00:00,81.852,82.580,81.474,82.352
2018-03-21 21:00:00,82.352,82.434,80.978,80.992
2018-03-22 21:00:00,81.026,81.465,80.502,80.624
2018-03-25 21:00:00,80.632,81.730,80.568,81.665
2018-03-26 21:00:00,81.657,81.895,80.864,80.888
2018-03-27 21:00:00,80.871,81.966,80.758,81.849
2018-03-28 21:00:00,81.821,81.920,81.472,81.709
2018-03-29 21:00:00,81.696,81.858,81.487,81.647
2018-04-01 21:00:00,81.729,81.806,80.830,81.128
2018-04-02 21:00:00,81.102,81.994,80.937,81.918
2018-04-03 21:00:00,81.934,82.462,81.255,82.398
2018-04-04 21:00:00,82.386,82.650,82.130,82.522
2018-04-05 21:00:00,82.540,82.582,81.903,82.060
2018-04-08 21:00:00,82.164,82.584,81.968,82.208
2018-04-09 21:00:00,82.197,83.377,82.068,83.208
2018-04-10 21:00:00,83.212,83.286,82.670,82.835
2018-04-11 21:00:00,82.845,83.313,82.704,83.247
2018-04-12 21:00:00,83.228,84.078,83.138,83.353
2018-04-15 21:00:00,83.514,83.652,83.108,83.348
2018-04-16 21:00:00,83.342,83.386,83.064,83.116
2018-04-17 21:00:00,83.122,83.574,83.098,83.468
2018-04-18 21:00:00,83.480,83.946,82.861,82.988
2018-04-19 21:00:00,82.998,83.156,82.430,82.573
2018-04-22 21:00:00,82.713,82.821,82.505,82.662
2018-04-23 21:00:00,82.672,83.093,82.487,82.732
2018-04-24 21:00:00,82.740,82.802,82.454,82.774
2018-04-25 21:00:00,82.786,82.914,82.529,82.565
2018-04-26 21:00:00,82.554,82.712,82.378,82.678
2018-04-29 21:00:00,82.654,82.722,82.234,82.326
2018-04-30 21:00:00,82.340,82.536,82.035,82.298
2018-05-01 21:00:00,82.288,82.654,82.078,82.292
2018-05-02 21:00:00,82.302,82.580,81.752,82.246
2018-05-03 21:00:00,82.255,82.464,81.674,82.250
2018-05-06 21:00:00,82.300,82.304,81.825,82.006
2018-05-07 21:00:00,81.952,82.024,81.142,81.338
2018-05-08 21:00:00,81.333,82.006,81.136,81.876
2018-05-09 21:00:00,81.866,82.465,81.767,82.412
2018-05-10 21:00:00,82.398,82.673,82.241,82.500
2018-05-13 21:00:00,82.499,82.790,82.444,82.521
2018-05-14 21:00:00,82.533,82.706,82.193,82.461
2018-05-15 21:00:00,82.430,82.976,82.178,82.962
2018-05-16 21:00:00,82.956,83.378,82.842,83.190
2018-05-17 21:00:00,83.216,83.432,83.050,83.196
2018-05-20 21:00:00,83.430,84.221,83.336,84.196
2018-05-21 21:00:00,84.190,84.482,83.982,84.024
2018-05-22 21:00:00,84.024,84.046,82.486,83.212
2018-05-23 21:00:00,83.220,83.333,82.384,82.778
2018-05-24 21:00:00,82.774,83.166,82.411,82.575
2018-05-27 21:00:00,82.993,83.069,82.433,82.564
2018-05-28 21:00:00,82.564,82.610,81.102,81.640
2018-05-29 21:00:00,81.632,82.612,81.030,82.526
2018-05-30 21:00:00,82.505,82.672,81.998,82.350
2018-05-31 21:00:00,82.342,82.940,82.207,82.894
2018-06-03 21:00:00,82.894,84.022,82.818,83.982
2018-06-04 21:00:00,83.978,84.183,83.340,83.630
2018-06-05 21:00:00,83.630,84.502,83.600,84.485
2018-06-06 21:00:00,84.471,84.538,83.398,83.632
2018-06-07 21:00:00,83.615,83.780,82.590,83.221
2018-06-10 21:00:00,83.051,83.812,82.997,83.744
2018-06-11 21:00:00,83.714,84.158,83.521,83.600
2018-06-12 21:00:00,83.552,83.992,83.446,83.624
2018-06-13 21:00:00,83.602,83.652,82.692,82.712
2018-06-14 21:00:00,82.736,82.847,82.274,82.349
2018-06-17 21:00:00,82.383,82.402,81.894,82.072
2018-06-18 21:00:00,82.064,82.095,80.631,81.252
2018-06-19 21:00:00,81.235,81.665,80.995,81.310
2018-06-20 21:00:00,81.336,81.650,81.073,81.132
2018-06-21 21:00:00,81.139,81.934,81.032,81.837
2018-06-24 21:00:00,81.756,81.880,80.988,81.378
2018-06-25 21:00:00,81.370,81.458,80.970,81.338
2018-06-26 21:00:00,81.366,81.642,80.760,80.940
2018-06-27 21:00:00,80.937,81.302,80.698,81.248
2018-06-28 21:00:00,81.248,82.046,81.050,81.990
2018-07-01 21:00:00,82.023,82.112,80.984,81.379
2018-07-02 21:00:00,81.366,82.079,81.034,81.684
2018-07-03 21:00:00,81.676,81.972,81.436,81.579
2018-07-04 21:00:00,81.594,81.932,81.276,81.748
2018-07-05 21:00:00,81.688,82.262,81.591,82.074
2018-07-08 21:00:00,82.085,82.804,82.022,82.752
2018-07-09 21:00:00,82.734,83.161,82.652,82.804
2018-07-10 21:00:00,82.710,82.727,82.074,82.512
2018-07-11 21:00:00,82.502,83.408,82.397,83.358
2018-07-12 21:00:00,83.353,83.608,82.996,83.418
2018-07-15 21:00:00,83.296,83.688,83.226,83.322
