,close_sma_6,close_sma_3
2018-04-03 22:00:00,,
2018-04-03 23:00:00,,
2018-04-04 00:00:00,,81.839
2018-04-04 01:00:00,,81.899
2018-04-04 02:00:00,,82.003
2018-04-04 03:00:00,81.96267,82.08633
2018-04-04 04:00:00,82.00583,82.11267
2018-04-04 05:00:00,82.05183,82.10067
2018-04-04 06:00:00,82.07633,82.06633
2018-04-04 07:00:00,81.992,81.87133
2018-04-04 08:00:00,81.902,81.70333
2018-04-04 09:00:00,81.78183,81.49733
2018-04-04 10:00:00,81.67133,81.47133
2018-04-04 11:00:00,81.59,81.47667
2018-04-04 12:00:00,81.52167,81.546
2018-04-04 13:00:00,81.564,81.65667
2018-04-04 14:00:00,81.65017,81.82367
2018-04-04 15:00:00,81.75583,81.96567
2018-04-04 16:00:00,81.87267,82.08867
2018-04-04 17:00:00,81.95917,82.09467
2018-04-04 18:00:00,82.0635,82.16133
2018-04-04 19:00:00,82.16783,82.247
2018-04-04 20:00:00,82.22533,82.356
2018-04-04 21:00:00,82.27967,82.398
2018-04-04 22:00:00,82.33533,82.42367
2018-04-04 23:00:00,82.39783,82.43967
2018-04-05 00:00:00,82.4325,82.467
2018-04-05 01:00:00,82.4415,82.45933
2018-04-05 02:00:00,82.44683,82.454
2018-04-05 03:00:00,82.44183,82.41667
2018-04-05 04:00:00,82.40367,82.348
2018-04-05 05:00:00,82.36467,82.27533
2018-04-05 06:00:00,82.34933,82.282
2018-04-05 07:00:00,82.32583,82.30367
2018-04-05 08:00:00,82.3025,82.32967
2018-04-05 09:00:00,82.28283,82.28367
2018-04-05 10:00:00,82.28217,82.26067
2018-04-05 11:00:00,82.28983,82.25
2018-04-05 12:00:00,82.27217,82.26067
2018-04-05 13:00:00,82.28767,82.31467
2018-04-05 14:00:00,82.337,82.424
2018-04-05 15:00:00,82.401,82.54133
2018-04-05 16:00:00,82.44467,82.57467
2018-04-05 17:00:00,82.48017,82.53633
2018-04-05 18:00:00,82.52617,82.511
2018-04-05 19:00:00,82.54483,82.515
2018-04-05 20:00:00,82.53417,82.532
2018-04-05 21:00:00,82.52017,82.52933
2018-04-05 22:00:00,82.4605,82.406
2018-04-05 23:00:00,82.40467,82.27733
2018-04-06 00:00:00,82.36067,82.192
2018-04-06 01:00:00,82.33167,82.25733
2018-04-06 02:00:00,82.317,82.35667
2018-04-06 03:00:00,82.28417,82.37633
2018-04-06 04:00:00,82.32733,82.39733
2018-04-06 05:00:00,82.364,82.37133
2018-04-06 06:00:00,82.38033,82.38433
2018-04-06 07:00:00,82.40267,82.408
2018-04-06 08:00:00,82.42183,82.47233
2018-04-06 09:00:00,82.44633,82.50833
2018-04-06 10:00:00,82.4575,82.507
2018-04-06 11:00:00,82.46233,82.45233
2018-04-06 12:00:00,82.47667,82.445
2018-04-06 13:00:00,82.47583,82.44467
2018-04-06 14:00:00,82.43433,82.41633
2018-04-06 15:00:00,82.39267,82.34033
2018-04-06 16:00:00,82.362,82.27933
2018-04-06 17:00:00,82.30033,82.18433
2018-04-06 18:00:00,82.2135,82.08667
2018-04-06 19:00:00,82.14067,82.002
2018-04-06 20:00:00,82.10067,82.017
2018-04-08 21:00:00,82.06267,82.03867
2018-04-08 22:00:00,82.02433,82.04667
2018-04-08 23:00:00,82.04317,82.06933
2018-04-09 00:00:00,82.0885,82.13833
2018-04-09 01:00:00,82.10933,82.172
2018-04-09 02:00:00,82.13733,82.20533
2018-04-09 03:00:00,82.19233,82.24633
2018-04-09 04:00:00,82.235,82.298
2018-04-09 05:00:00,82.259,82.31267
2018-04-09 06:00:00,82.2855,82.32467
2018-04-09 07:00:00,82.28533,82.27267
2018-04-09 08:00:00,82.264,82.21533
2018-04-09 09:00:00,82.219,82.11333
2018-04-09 10:00:00,82.16733,82.062
2018-04-09 11:00:00,82.12733,82.03933
2018-04-09 12:00:00,82.06933,82.02533
2018-04-09 13:00:00,82.07133,82.08067
2018-04-09 14:00:00,82.11033,82.18133
2018-04-09 15:00:00,82.18483,82.34433
2018-04-09 16:00:00,82.25017,82.41967
2018-04-09 17:00:00,82.30583,82.43033
2018-04-09 18:00:00,82.3445,82.34467
2018-04-09 19:00:00,82.32917,82.23867
2018-04-09 20:00:00,82.30817,82.186
2018-04-09 21:00:00,82.259,82.17333
2018-04-09 22:00:00,82.21567,82.19267
2018-04-09 23:00:00,82.18717,82.18833
2018-04-10 00:00:00,82.1595,82.14567
2018-04-10 01:00:00,82.22717,82.26167
2018-04-10 02:00:00,82.34333,82.49833
2018-04-10 03:00:00,82.43733,82.729
2018-04-10 04:00:00,82.55433,82.847
2018-04-10 05:00:00,82.66133,82.82433
2018-04-10 06:00:00,82.79767,82.86633
2018-04-10 07:00:00,82.79933,82.75167
2018-04-10 08:00:00,82.7635,82.70267
2018-04-10 09:00:00,82.74083,82.61533
2018-04-10 10:00:00,82.72617,82.70067
2018-04-10 11:00:00,82.72533,82.748
2018-04-10 12:00:00,82.70933,82.80333
2018-04-10 13:00:00,82.77033,82.84
2018-04-10 14:00:00,82.83583,82.92367
2018-04-10 15:00:00,82.94083,83.07833
2018-04-10 16:00:00,83.00683,83.17367
2018-04-10 17:00:00,83.0875,83.25133
2018-04-10 18:00:00,83.1565,83.23467
2018-04-10 19:00:00,83.21083,83.248
2018-04-10 20:00:00,83.23167,83.212
2018-04-10 21:00:00,83.22233,83.21
2018-04-10 22:00:00,83.23967,83.23133
2018-04-10 23:00:00,83.21567,83.21933
2018-04-11 00:00:00,83.20117,83.19233
2018-04-11 01:00:00,83.17933,83.12733
2018-04-11 02:00:00,83.14933,83.07933
2018-04-11 03:00:00,83.11917,83.046
2018-04-11 04:00:00,83.06683,83.00633
2018-04-11 05:00:00,83.03183,82.98433
2018-04-11 06:00:00,82.99383,82.94167
2018-04-11 07:00:00,82.9665,82.92667
2018-04-11 08:00:00,82.93983,82.89533
2018-04-11 09:00:00,82.92233,82.903
2018-04-11 10:00:00,82.906,82.88533
2018-04-11 11:00:00,82.87767,82.86
2018-04-11 12:00:00,82.8545,82.806
2018-04-11 13:00:00,82.85283,82.82033
2018-04-11 14:00:00,82.86233,82.86467
2018-04-11 15:00:00,82.85667,82.90733
2018-04-11 16:00:00,82.87333,82.92633
2018-04-11 17:00:00,82.892,82.91933
2018-04-11 18:00:00,82.92167,82.936
2018-04-11 19:00:00,82.91983,82.91333
2018-04-11 20:00:00,82.90483,82.89033
2018-04-11 21:00:00,82.89517,82.85433
2018-04-11 22:00:00,82.88417,82.855
2018-04-11 23:00:00,82.88717,82.884
2018-04-12 00:00:00,82.8965,82.93867
2018-04-12 01:00:00,82.90117,82.94733
2018-04-12 02:00:00,82.90333,82.92267
2018-04-12 03:00:00,82.90483,82.871
2018-04-12 04:00:00,82.896,82.84467
2018-04-12 05:00:00,82.88717,82.85167
2018-04-12 06:00:00,82.8555,82.84
2018-04-12 07:00:00,82.8515,82.85833
2018-04-12 08:00:00,82.82917,82.80667
2018-04-12 09:00:00,82.826,82.812
2018-04-12 10:00:00,82.8705,82.88267
2018-04-12 11:00:00,82.90867,83.01067
2018-04-12 12:00:00,82.9535,83.095
2018-04-12 13:00:00,83.00283,83.123
2018-04-12 14:00:00,83.0875,83.16433
2018-04-12 15:00:00,83.154,83.213
2018-04-12 16:00:00,83.1795,83.236
2018-04-12 17:00:00,83.18417,83.204
2018-04-12 18:00:00,83.19483,83.17667
2018-04-12 19:00:00,83.18883,83.14167
2018-04-12 20:00:00,83.193,83.182
2018-04-12 21:00:00,83.19683,83.217
2018-04-12 22:00:00,83.18617,83.23067
2018-04-12 23:00:00,83.20017,83.21833
2018-04-13 00:00:00,83.22767,83.23833
2018-04-13 01:00:00,83.269,83.30733
2018-04-13 02:00:00,83.30433,83.39033
2018-04-13 03:00:00,83.3355,83.43267
2018-04-13 04:00:00,83.38033,83.45333
2018-04-13 05:00:00,83.44233,83.49433
2018-04-13 06:00:00,83.528,83.62333
2018-04-13 07:00:00,83.62233,83.79133
2018-04-13 08:00:00,83.69283,83.89133
2018-04-13 09:00:00,83.77267,83.922
2018-04-13 10:00:00,83.866,83.94067
2018-04-13 11:00:00,83.93,83.96867
2018-04-13 12:00:00,83.93833,83.95467
2018-04-13 13:00:00,83.91,83.87933
2018-04-13 14:00:00,83.85983,83.751
2018-04-13 15:00:00,83.79317,83.63167
2018-04-13 16:00:00,83.69333,83.50733
2018-04-13 17:00:00,83.61683,83.48267
2018-04-13 18:00:00,83.53217,83.43267
2018-04-13 19:00:00,83.46883,83.43033
2018-04-13 20:00:00,83.43083,83.379
2018-04-15 21:00:00,83.42467,83.41667
2018-04-15 22:00:00,83.46283,83.49533
2018-04-15 23:00:00,83.47433,83.56967
2018-04-16 00:00:00,83.50783,83.599
2018-04-16 01:00:00,83.51633,83.53733
2018-04-16 02:00:00,83.51317,83.45667
2018-04-16 03:00:00,83.497,83.395
2018-04-16 04:00:00,83.44933,83.36133
2018-04-16 05:00:00,83.399,83.34133
2018-04-16 06:00:00,83.32683,83.25867
2018-04-16 07:00:00,83.309,83.25667
2018-04-16 08:00:00,83.307,83.27267
2018-04-16 09:00:00,83.2975,83.33633
2018-04-16 10:00:00,83.29183,83.327
2018-04-16 11:00:00,83.30967,83.34667
2018-04-16 12:00:00,83.34467,83.353
2018-04-16 13:00:00,83.347,83.367
2018-04-16 14:00:00,83.361,83.37533
2018-04-16 15:00:00,83.3745,83.396
2018-04-16 16:00:00,83.37683,83.38667
2018-04-16 17:00:00,83.3595,83.34367
2018-04-16 18:00:00,83.35383,83.31167
2018-04-16 19:00:00,83.35167,83.31667
2018-04-16 20:00:00,83.342,83.34033
2018-04-16 21:00:00,83.33433,83.357
2018-04-16 22:00:00,83.336,83.35533
2018-04-16 23:00:00,83.32883,83.31733
2018-04-17 00:00:00,83.3315,83.306
2018-04-17 01:00:00,83.302,83.24867
2018-04-17 02:00:00,83.27567,83.234
2018-04-17 03:00:00,83.23867,83.17133
2018-04-17 04:00:00,83.20567,83.16267
2018-04-17 05:00:00,83.19,83.146
2018-04-17 06:00:00,83.17267,83.174
2018-04-17 07:00:00,83.19133,83.22
2018-04-17 08:00:00,83.19567,83.24533
2018-04-17 09:00:00,83.21133,83.24867
2018-04-17 10:00:00,83.224,83.228
2018-04-17 11:00:00,83.23933,83.23333
2018-04-17 12:00:00,83.22783,83.207
2018-04-17 13:00:00,83.214,83.2
2018-04-17 14:00:00,83.22067,83.208
2018-04-17 15:00:00,83.21183,83.21667
2018-04-17 16:00:00,83.19317,83.18633
2018-04-17 17:00:00,83.17833,83.14867
2018-04-17 18:00:00,83.1725,83.12833
2018-04-17 19:00:00,83.16233,83.13833
2018-04-17 20:00:00,83.139,83.12933
2018-04-17 21:00:00,83.132,83.13567
2018-04-17 22:00:00,83.14133,83.14433
2018-04-17 23:00:00,83.13883,83.14833
2018-04-18 00:00:00,83.1555,83.17533
2018-04-18 01:00:00,83.18,83.21567
2018-04-18 02:00:00,83.21017,83.272
2018-04-18 03:00:00,83.25017,83.325
2018-04-18 04:00:00,83.28083,83.346
2018-04-18 05:00:00,83.327,83.382
2018-04-18 06:00:00,83.331,83.337
2018-04-18 07:00:00,83.3165,83.287
2018-04-18 08:00:00,83.28867,83.19533
2018-04-18 09:00:00,83.2485,83.16
2018-04-18 10:00:00,83.21817,83.14933
2018-04-18 11:00:00,83.18483,83.17433
2018-04-18 12:00:00,83.19917,83.23833
2018-04-18 13:00:00,83.22667,83.304
2018-04-18 14:00:00,83.29817,83.422
2018-04-18 15:00:00,83.35583,83.47333
2018-04-18 16:00:00,83.4,83.496
2018-04-18 17:00:00,83.4355,83.449
2018-04-18 18:00:00,83.46383,83.45433
2018-04-18 19:00:00,83.47833,83.46067
2018-04-18 20:00:00,83.46317,83.47733
2018-04-18 21:00:00,83.46017,83.466
2018-04-18 22:00:00,83.47017,83.47967
2018-04-18 23:00:00,83.50183,83.52633
2018-04-19 00:00:00,83.52733,83.58867
2018-04-19 01:00:00,83.531,83.58233
2018-04-19 02:00:00,83.551,83.57567
2018-04-19 03:00:00,83.59633,83.604
2018-04-19 04:00:00,83.6575,83.73267
2018-04-19 05:00:00,83.69283,83.81
2018-04-19 06:00:00,83.70933,83.81467
2018-04-19 07:00:00,83.73883,83.745
2018-04-19 08:00:00,83.75783,83.70567
2018-04-19 09:00:00,83.75583,83.697
2018-04-19 10:00:00,83.7335,83.722
2018-04-19 11:00:00,83.70717,83.70867
2018-04-19 12:00:00,83.66833,83.63967
2018-04-19 13:00:00,83.64367,83.56533
2018-04-19 14:00:00,83.60267,83.49667
2018-04-19 15:00:00,83.52417,83.40867
2018-04-19 16:00:00,83.40417,83.243
2018-04-19 17:00:00,83.28517,83.07367
2018-04-19 18:00:00,83.19067,82.97267
2018-04-19 19:00:00,83.1055,82.968
2018-04-19 20:00:00,83.0275,82.98133
2018-04-19 21:00:00,82.98383,82.995
2018-04-19 22:00:00,82.98283,82.99767
2018-04-19 23:00:00,82.98367,82.986
2018-04-20 00:00:00,82.993,82.991
2018-04-20 01:00:00,83.01517,83.03267
2018-04-20 02:00:00,83.023,83.06
2018-04-20 03:00:00,83.02683,83.06267
2018-04-20 04:00:00,83.03717,83.04167
2018-04-20 05:00:00,83.0515,83.043
2018-04-20 06:00:00,83.03483,83.007
2018-04-20 07:00:00,82.99033,82.939
2018-04-20 08:00:00,82.96983,82.89667
2018-04-20 09:00:00,82.93517,82.86333
2018-04-20 10:00:00,82.8975,82.856
2018-04-20 11:00:00,82.86367,82.83067
2018-04-20 12:00:00,82.83367,82.804
2018-04-20 13:00:00,82.783,82.71
2018-04-20 14:00:00,82.73867,82.64667
2018-04-20 15:00:00,82.6925,82.581
2018-04-20 16:00:00,82.63367,82.55733
2018-04-20 17:00:00,82.58167,82.51667
2018-04-20 18:00:00,82.54267,82.50433
2018-04-20 19:00:00,82.539,82.52067
2018-04-20 20:00:00,82.52683,82.537
2018-04-22 21:00:00,82.5505,82.59667
2018-04-22 22:00:00,82.579,82.63733
2018-04-22 23:00:00,82.59517,82.65333
2018-04-23 00:00:00,82.62183,82.647
2018-04-23 01:00:00,82.65267,82.668
2018-04-23 02:00:00,82.6855,82.71767
2018-04-23 03:00:00,82.69733,82.74767
2018-04-23 04:00:00,82.72,82.772
2018-04-23 05:00:00,82.73633,82.755
2018-04-23 06:00:00,82.74617,82.74467
2018-04-23 07:00:00,82.72783,82.68367
2018-04-23 08:00:00,82.69567,82.63633
2018-04-23 09:00:00,82.67367,82.60267
2018-04-23 10:00:00,82.66117,82.63867
2018-04-23 11:00:00,82.65967,82.683
2018-04-23 12:00:00,82.64633,82.69
2018-04-23 13:00:00,82.6455,82.65233
2018-04-23 14:00:00,82.65,82.617
2018-04-23 15:00:00,82.66133,82.63267
2018-04-23 16:00:00,82.65767,82.663
2018-04-23 17:00:00,82.65667,82.69633
2018-04-23 18:00:00,82.6485,82.66433
2018-04-23 19:00:00,82.66017,82.65733
2018-04-23 20:00:00,82.66983,82.64333
2018-04-23 21:00:00,82.6675,82.67067
2018-04-23 22:00:00,82.66017,82.663
2018-04-23 23:00:00,82.6575,82.67167
2018-04-24 00:00:00,82.66383,82.657
2018-04-24 01:00:00,82.66883,82.67467
2018-04-24 02:00:00,82.68217,82.69267
2018-04-24 03:00:00,82.69617,82.73533
2018-04-24 04:00:00,82.71033,82.746
2018-04-24 05:00:00,82.72467,82.75667
2018-04-24 06:00:00,82.738,82.74067
2018-04-24 07:00:00,82.748,82.75
2018-04-24 08:00:00,82.76733,82.778
2018-04-24 09:00:00,82.77117,82.80167
2018-04-24 10:00:00,82.77617,82.80233
2018-04-24 11:00:00,82.7965,82.815
2018-04-24 12:00:00,82.82717,82.85267
2018-04-24 13:00:00,82.8715,82.94067
2018-04-24 14:00:00,82.87767,82.94033
2018-04-24 15:00:00,82.88767,82.92267
2018-04-24 16:00:00,82.87133,82.802
2018-04-24 17:00:00,82.81617,82.692
2018-04-24 18:00:00,82.76233,82.602
2018-04-24 19:00:00,82.7085,82.615
2018-04-24 20:00:00,82.68133,82.67067
2018-04-24 21:00:00,82.66483,82.72767
2018-04-24 22:00:00,82.67917,82.74333
2018-04-24 23:00:00,82.711,82.75133
2018-04-25 00:00:00,82.73983,82.752
2018-04-25 01:00:00,82.722,82.70067
2018-04-25 02:00:00,82.6995,82.64767
2018-04-25 03:00:00,82.69083,82.62967
2018-04-25 04:00:00,82.6625,82.62433
2018-04-25 05:00:00,82.64117,82.63467
2018-04-25 06:00:00,82.622,82.61433
2018-04-25 07:00:00,82.62883,82.63333
2018-04-25 08:00:00,82.63867,82.64267
2018-04-25 09:00:00,82.646,82.67767
2018-04-25 10:00:00,82.65417,82.675
2018-04-25 11:00:00,82.64383,82.645
2018-04-25 12:00:00,82.64017,82.60267
2018-04-25 13:00:00,82.618,82.561
2018-04-25 14:00:00,82.61567,82.58633
2018-04-25 15:00:00,82.59967,82.59667
2018-04-25 16:00:00,82.59933,82.63767
2018-04-25 17:00:00,82.62633,82.66633
2018-04-25 18:00:00,82.6445,82.69233
2018-04-25 19:00:00,82.6825,82.72733
2018-04-25 20:00:00,82.7045,82.74267
2018-04-25 21:00:00,82.72817,82.764
2018-04-25 22:00:00,82.75717,82.787
2018-04-25 23:00:00,82.76683,82.791
2018-04-26 00:00:00,82.78717,82.81033
2018-04-26 01:00:00,82.81,82.833
2018-04-26 02:00:00,82.81,82.829
2018-04-26 03:00:00,82.81267,82.815
2018-04-26 04:00:00,82.8085,82.784
2018-04-26 05:00:00,82.8125,82.796
2018-04-26 06:00:00,82.80283,82.79067
2018-04-26 07:00:00,82.768,82.752
2018-04-26 08:00:00,82.75567,82.71533
2018-04-26 09:00:00,82.74383,82.697
2018-04-26 10:00:00,82.74683,82.74167
2018-04-26 11:00:00,82.71867,82.722
2018-04-26 12:00:00,82.71133,82.72567
2018-04-26 13:00:00,82.71767,82.69367
2018-04-26 14:00:00,82.7045,82.687
2018-04-26 15:00:00,82.68667,82.64767
2018-04-26 16:00:00,82.65033,82.607
2018-04-26 17:00:00,82.64467,82.60233
2018-04-26 18:00:00,82.61867,82.58967
2018-04-26 19:00:00,82.59483,82.58267
2018-04-26 20:00:00,82.5855,82.56867
2018-04-26 21:00:00,82.57917,82.56867
2018-04-26 22:00:00,82.58417,82.58567
2018-04-26 23:00:00,82.57767,82.58667
2018-04-27 00:00:00,82.574,82.57933
2018-04-27 01:00:00,82.55083,82.516
2018-04-27 02:00:00,82.54017,82.49367
2018-04-27 03:00:00,82.52283,82.46633
2018-04-27 04:00:00,82.4955,82.475
2018-04-27 05:00:00,82.47017,82.44667
2018-04-27 06:00:00,82.4565,82.44667
2018-04-27 07:00:00,82.4745,82.474
2018-04-27 08:00:00,82.48333,82.52
2018-04-27 09:00:00,82.5015,82.55633
2018-04-27 10:00:00,82.525,82.576
2018-04-27 11:00:00,82.55,82.58
2018-04-27 12:00:00,82.5785,82.60067
2018-04-27 13:00:00,82.58267,82.58933
2018-04-27 14:00:00,82.58167,82.58333
2018-04-27 15:00:00,82.57583,82.551
2018-04-27 16:00:00,82.5705,82.55167
2018-04-27 17:00:00,82.57617,82.569
2018-04-27 18:00:00,82.578,82.605
2018-04-27 19:00:00,82.59667,82.64167
2018-04-27 20:00:00,82.61833,82.66767
2018-04-29 21:00:00,82.63633,82.66767
2018-04-29 22:00:00,82.6575,82.67333
2018-04-29 23:00:00,82.66083,82.654
2018-04-30 00:00:00,82.658,82.64833
2018-04-30 01:00:00,82.65217,82.631
2018-04-30 02:00:00,82.62433,82.59467
2018-04-30 03:00:00,82.60633,82.56433
2018-04-30 04:00:00,82.59,82.549
2018-04-30 05:00:00,82.5925,82.59033
2018-04-30 06:00:00,82.57533,82.58633
2018-04-30 07:00:00,82.5615,82.574
2018-04-30 08:00:00,82.557,82.52367
2018-04-30 09:00:00,82.55833,82.53033
2018-04-30 10:00:00,82.541,82.508
2018-04-30 11:00:00,82.51817,82.51267
2018-04-30 12:00:00,82.5115,82.49267
2018-04-30 13:00:00,82.49683,82.48567
2018-04-30 14:00:00,82.51617,82.51967
2018-04-30 15:00:00,82.49617,82.49967
2018-04-30 16:00:00,82.4745,82.46333
2018-04-30 17:00:00,82.4505,82.38133
2018-04-30 18:00:00,82.41717,82.33467
2018-04-30 19:00:00,82.38883,82.31433
2018-04-30 20:00:00,82.34317,82.305
2018-04-30 21:00:00,82.31783,82.301
2018-04-30 22:00:00,82.305,82.29567
2018-04-30 23:00:00,82.30183,82.29867
2018-05-01 00:00:00,82.3105,82.32
2018-05-01 01:00:00,82.32433,82.353
2018-05-01 02:00:00,82.348,82.39733
2018-05-01 03:00:00,82.37883,82.43767
2018-05-01 04:00:00,82.4125,82.472
2018-05-01 05:00:00,82.43733,82.47733
2018-05-01 06:00:00,82.43767,82.43767
2018-05-01 07:00:00,82.43033,82.38867
2018-05-01 08:00:00,82.40033,82.32333
2018-05-01 09:00:00,82.38883,82.34
2018-05-01 10:00:00,82.36533,82.342
2018-05-01 11:00:00,82.337,82.35067
2018-05-01 12:00:00,82.33417,82.32833
2018-05-01 13:00:00,82.30383,82.26567
2018-05-01 14:00:00,82.27167,82.19267
2018-05-01 15:00:00,82.228,82.12767
2018-05-01 16:00:00,82.197,82.12833
2018-05-01 17:00:00,82.17133,82.15
2018-05-01 18:00:00,82.15383,82.18
2018-05-01 19:00:00,82.17083,82.21333
2018-05-01 20:00:00,82.20467,82.25933
2018-05-01 21:00:00,82.22533,82.27067
2018-05-01 22:00:00,82.24867,82.284
2018-05-01 23:00:00,82.25667,82.254
2018-05-02 00:00:00,82.24467,82.21867
2018-05-02 01:00:00,82.232,82.18
2018-05-02 02:00:00,82.228,82.202
2018-05-02 03:00:00,82.23633,82.254
2018-05-02 04:00:00,82.24783,82.31567
2018-05-02 05:00:00,82.27317,82.34433
2018-05-02 06:00:00,82.33083,82.40767
2018-05-02 07:00:00,82.40017,82.48467
2018-05-02 08:00:00,82.4425,82.54067
2018-05-02 09:00:00,82.47233,82.537
2018-05-02 10:00:00,82.48717,82.48967
2018-05-02 11:00:00,82.49883,82.457
2018-05-02 12:00:00,82.48633,82.43567
2018-05-02 13:00:00,82.44067,82.39167
2018-05-02 14:00:00,82.42633,82.39567
2018-05-02 15:00:00,82.41467,82.39367
2018-05-02 16:00:00,82.406,82.42033
2018-05-02 17:00:00,82.398,82.40033
